gene_symbol,tissue,ntpm
UBE2D1,skeletal muscle,129.9
UBE2D1,tongue,61.1
RHOBTB1,skeletal muscle,135.1
HMMR,bone marrow,19.4
HMMR,lymphoid tissue,25.4
HMMR,testis,25.7
TRHDE,adipose tissue,11.1
TRHDE,pancreas,9.8
FCGR2B,placenta,378.4
NFATC3,lymphoid tissue,95.0
STK10,bone marrow,72.3
ACAP1,bone marrow,38.8
ACAP1,intestine,40.5
ACAP1,lymphoid tissue,93.2
CRMP1,brain,82.7
CRMP1,pituitary gland,63.6
CRMP1,retina,52.8
SIDT1,brain,10.6
SIDT1,salivary gland,10.2
IRAG1,blood vessel,161.7
TMEM38A,skeletal muscle,543.6
TMEM38A,tongue,242.4
SCARB1,adrenal gland,235.6
SCARB1,liver,66.0
SCARB1,placenta,104.6
CYP2W1,adrenal gland,18.7
CYP2W1,intestine,5.8
CYP2W1,skin 1,10.2
MCM2,bone marrow,63.9
MCM2,lymphoid tissue,35.0
MOV10L1,testis,41.3
PANX2,brain,39.0
SELENOO,liver,26.5
TP63,esophagus,65.3
TP63,skin 1,129.6
TP63,vagina,52.6
CLCN4,brain,27.3
CLCN4,retina,35.1
CLCN4,skeletal muscle,41.9
CLCN4,tongue,32.0
SDHA,heart muscle,522.4
SDHA,skeletal muscle,446.5
FNDC8,testis,86.3
GSDMB,intestine,71.8
GSDMB,liver,54.4
GSDMB,stomach 1,44.7
KDM5A,bone marrow,42.9
ADAM11,brain,91.2
PPP2R3A,heart muscle,47.9
PPP2R3A,skeletal muscle,168.9
PPP2R3A,tongue,110.0
ABCB11,liver,75.3
DHRS9,heart muscle,50.2
DHRS9,intestine,66.0
CD5L,lymphoid tissue,540.1
PTGS2,bone marrow,110.4
PTGS2,seminal vesicle,120.2
PTGS2,urinary bladder,151.3
ST6GAL1,liver,463.6
ST6GAL1,lymphoid tissue,138.6
TBX21,bone marrow,10.5
TBX21,lung,3.1
TBX21,lymphoid tissue,11.0
NSF,brain,145.0
GLI2,ovary,9.8
NOTCH3,blood vessel,200.8
PPP2R2C,brain,112.0
CDHR2,intestine,253.8
SNCB,brain,562.7
SNCB,retina,169.1
ATP2A3,salivary gland,174.6
CA12,choroid plexus,145.1
CA12,kidney,271.0
CA12,skin 1,134.2
NTN4,lymphoid tissue,171.0
SLC24A1,retina,179.2
SCARF1,lymphoid tissue,25.8
IPCEF1,bone marrow,15.8
IPCEF1,brain,18.1
IPCEF1,lymphoid tissue,12.6
IPCEF1,thyroid gland,34.0
SLC12A1,kidney,664.4
ANO8,brain,26.8
TXK,epididymis,7.9
TXK,lymphoid tissue,14.4
WSCD2,brain,105.4
KCNQ2,brain,135.5
TACR2,intestine,134.1
SRI,intestine,529.7
SEMA3A,retina,20.9
GTSE1,bone marrow,10.5
GTSE1,lymphoid tissue,18.2
GTSE1,testis,7.1
TTC38,liver,226.4
ACAT1,kidney,580.7
ACAT1,liver,905.7
GRAMD4,liver,167.3
CELSR1,esophagus,32.9
WNT8B,parathyroid gland,1.1
ADD2,bone marrow,62.7
ADD2,brain,36.1
CACNG5,retina,14.6
CACNG4,brain,58.1
MOCOS,adrenal gland,9.7
MOCOS,liver,14.9
PLD1,gallbladder,81.4
ATP12A,esophagus,10.5
ATP12A,kidney,5.0
ATP12A,lymphoid tissue,13.9
ATP12A,placenta,5.2
ATP12A,skin 1,5.8
WDR62,skeletal muscle,103.4
WDR62,testis,66.9
WDR62,tongue,58.9
ARHGAP15,bone marrow,75.1
ARHGAP15,lymphoid tissue,70.0
TUBA3D,heart muscle,82.4
TUBA3D,testis,211.7
PAX2,epididymis,28.0
PAX2,kidney,94.2
MCM6,lymphoid tissue,45.2
RBM7,bone marrow,37.5
FMO4,kidney,45.3
FMO4,liver,57.3
RGS11,brain,164.0
RGS11,pituitary gland,52.6
SLC46A1,intestine,88.2
PLXNA2,pancreas,33.1
SPAG5,bone marrow,35.7
SPAG5,kidney,37.6
SPAG5,testis,72.1
TPD52,retina,173.2
ACACB,adipose tissue,171.9
ACACB,skeletal muscle,160.4
ICAM3,bone marrow,167.4
ICAM3,lymphoid tissue,88.8
MCAM,adipose tissue,312.2
MCAM,blood vessel,1211.4
MBNL3,liver,54.8
MBNL3,placenta,153.7
CAMSAP3,skin 1,59.9
RAP1GAP,brain,242.8
RAP1GAP,kidney,179.1
RAP1GAP,thyroid gland,150.3
ARHGEF1,lymphoid tissue,165.2
STXBP2,lymphoid tissue,153.1
NMRK2,heart muscle,1378.3
NMRK2,skeletal muscle,590.6
NMRK2,tongue,669.1
DGKD,brain,29.7
DGKD,skeletal muscle,26.7
ACTL6B,brain,51.2
ACTL6B,pituitary gland,14.6
UBE2T,lymphoid tissue,44.5
PPP1R12B,heart muscle,334.5
DNAJC10,epididymis,107.6
PAK3,brain,18.9
PAK3,pancreas,19.0
PAK3,pituitary gland,12.7
CAPN6,epididymis,200.9
CAPN6,placenta,78.2
CAPN6,seminal vesicle,68.2
DCX,brain,5.8
DCX,retina,2.0
SPAG6,choroid plexus,94.1
SPAG6,fallopian tube,46.1
SPAG6,testis,90.0
APBB1IP,lymphoid tissue,135.3
FAM76B,bone marrow,37.3
TYR,skin 1,29.8
ACTN2,heart muscle,695.9
ACTN2,skeletal muscle,1961.6
ACTN2,tongue,1195.2
GPR137B,retina,125.6
NAALAD2,pituitary gland,18.8
NAALAD2,testis,13.3
FKBP6,testis,53.0
SMC1B,testis,29.0
FBLN1,choroid plexus,1775.4
ITGA8,blood vessel,353.6
CST7,bone marrow,1033.4
MAP2,brain,259.5
MAP2,retina,379.4
PIAS2,testis,62.8
AMPH,brain,51.0
AMPH,pituitary gland,20.1
AMPH,retina,61.1
LAMP3,lung,207.1
FAP,endometrium 1,29.4
NEBL,heart muscle,292.1
N4BP2,lymphoid tissue,10.5
SYNJ2,brain,115.1
ADCY2,brain,35.4
ADCY2,skeletal muscle,64.1
ADCY2,tongue,28.8
RBFOX1,brain,65.9
RBFOX1,skeletal muscle,80.8
RBFOX1,tongue,41.2
GNB1,retina,2147.2
HOXA9,kidney,27.0
EDN1,adipose tissue,41.8
MLLT10,testis,86.9
ZCWPW1,testis,35.8
ADCYAP1R1,brain,76.2
ADCYAP1R1,fallopian tube,28.5
FGF20,brain,2.7
P2RY10,lymphoid tissue,25.7
ITM2A,lymphoid tissue,300.7
NRDC,skeletal muscle,266.0
VDAC3,heart muscle,360.7
VDAC3,skeletal muscle,857.0
VDAC3,tongue,879.9
TNRC6C,retina,22.8
BRINP1,brain,37.8
PKD2L2,testis,7.6
TP53INP2,brain,888.0
MYH7B,heart muscle,338.7
MYH7B,skeletal muscle,147.2
BPIFB2,salivary gland,2419.0
TP73,brain,6.0
TP73,fallopian tube,6.3
TP73,skin 1,6.2
UBE2D4,skeletal muscle,30.4
CLUL1,retina,275.9
RUNX1T1,brain,16.6
CDH17,intestine,295.7
FKBP7,ovary,52.9
OSBPL6,skeletal muscle,31.4
OSBPL6,tongue,19.0
SLC1A3,brain,527.4
SLC1A3,retina,204.7
SP140,intestine,14.5
SP140,lymphoid tissue,52.3
MKNK1,pancreas,112.4
TNS1,blood vessel,538.4
CDC14A,testis,24.8
CEACAM1,intestine,230.9
SENP1,salivary gland,30.5
SENP1,testis,57.7
DUSP13,skeletal muscle,240.9
DUSP13,testis,50.8
DUSP13,tongue,104.0
LIPE,adipose tissue,783.5
LIPE,breast,523.8
AFM,liver,898.8
KIF22,lymphoid tissue,53.6
SCGN,brain,42.4
SCGN,pancreas,44.4
SCGN,pituitary gland,35.4
PGM1,skeletal muscle,1460.8
PGM1,tongue,735.9
EPB41L2,retina,327.6
RIMS1,brain,59.7
MOXD1,endometrium 1,59.9
MOXD1,smooth muscle,73.5
RABL2B,epididymis,84.8
KEAP1,skeletal muscle,170.8
DDX43,placenta,4.6
DDX43,testis,18.3
PTPRH,gallbladder,22.8
PTPRH,intestine,64.6
PTPRH,stomach 1,22.3
DCT,skin 1,101.6
CRYBG3,thyroid gland,25.0
EPHA6,ovary,3.8
EPHA6,testis,7.7
SCTR,intestine,25.0
SCTR,pancreas,64.3
RFX3,testis,19.8
SLC4A4,kidney,111.6
SLC4A4,pancreas,245.3
RDH8,retina,106.2
DNAAF6,choroid plexus,3.8
DNAAF6,fallopian tube,10.2
DNAAF6,testis,11.1
CPB2,liver,1387.2
CHRNA3,adrenal gland,37.1
CHRNA3,lymphoid tissue,61.2
CHRNA3,retina,49.6
KCNN2,adrenal gland,19.6
KCNN2,liver,30.0
CLDND1,brain,1440.2
MOK,retina,116.9
MOK,testis,52.1
RBL1,bone marrow,13.7
IGSF9B,brain,44.7
CFHR2,liver,1262.2
NDC80,bone marrow,29.4
NDC80,lymphoid tissue,27.2
MAGI3,retina,32.2
CXCL2,liver,537.4
AFP,liver,3.4
TCF7,lymphoid tissue,518.8
CDH7,brain,4.1
CDH7,retina,3.4
IMPG2,retina,282.9
ARG2,parathyroid gland,206.5
ARG2,prostate,101.8
ARG2,thyroid gland,97.9
MEF2C,skeletal muscle,522.1
MEF2C,tongue,231.4
PTPRC,lymphoid tissue,273.8
CACNA1S,skeletal muscle,238.7
CACNA1S,tongue,180.4
PKP1,esophagus,404.9
PKP1,skin 1,665.0
PKP1,vagina,192.1
STK17B,bone marrow,355.5
STK17B,lymphoid tissue,105.8
LRP2,kidney,32.5
LRP2,parathyroid gland,42.1
LRP2,retina,27.1
SLC13A1,kidney,76.4
CADPS2,brain,160.8
PCDHA6,brain,2.4
PHLPP1,brain,31.8
ATP8B1,intestine,71.4
IL12RB2,placenta,6.2
IL12RB2,skeletal muscle,3.3
SMARCD3,brain,148.9
SMARCD3,skeletal muscle,120.5
FYB1,bone marrow,50.1
FYB1,lymphoid tissue,105.1
MPP4,retina,265.2
PGR,cervix,59.9
PGR,endometrium 1,96.6
PGR,fallopian tube,32.3
PGR,smooth muscle,73.3
C1QTNF3,esophagus,31.2
C1QTNF3,salivary gland,49.0
ME2,choroid plexus,86.4
FAM135A,esophagus,28.1
COL19A1,brain,2.8
COL19A1,lymphoid tissue,3.0
COL19A1,urinary bladder,2.6
COBLL1,liver,100.6
KCNK2,adrenal gland,50.1
OPRK1,brain,3.8
OPRK1,prostate,1.5
NFE2L1,skeletal muscle,1273.4
NFE2L1,tongue,800.7
SEMA5B,brain,14.1
ITGB5,blood vessel,290.3
TRPM3,choroid plexus,657.8
BCKDHB,liver,73.2
GRHL2,skin 1,27.0
P2RX5,intestine,23.7
P2RX5,lymphoid tissue,73.8
ITGAE,bone marrow,6.1
ITGAE,intestine,5.5
ITGAE,lung,6.2
OXCT1,heart muscle,230.2
EPYC,placenta,6.0
CYLD,bone marrow,89.0
SLC27A5,liver,989.3
FAT1,choroid plexus,81.8
SMAP2,lymphoid tissue,208.2
HAL,liver,184.4
HAL,skin 1,57.7
GSTP1,esophagus,2859.0
FAM234B,brain,21.7
SLCO1A2,brain,15.0
SLCO1A2,choroid plexus,7.0
SLCO1A2,liver,7.5
SLCO1A2,salivary gland,14.6
NKAIN1,adrenal gland,22.0
NKAIN1,brain,28.4
NKAIN1,skeletal muscle,18.2
NKAIN1,tongue,11.1
APOB,intestine,286.7
APOB,liver,1114.1
AGBL5,parathyroid gland,46.9
AGBL5,testis,180.4
EFR3B,brain,32.5
EFR3B,skeletal muscle,18.6
KIF3C,brain,75.6
GCKR,liver,133.0
HADHA,skeletal muscle,467.6
MAPRE3,brain,161.0
MAPRE3,skeletal muscle,139.6
FCN1,bone marrow,150.0
FCN1,lymphoid tissue,45.0
MECOM,stomach 1,69.2
HACE1,placenta,28.8
WDR47,brain,41.5
OVGP1,fallopian tube,1950.7
IGSF9,liver,26.0
IGSF9,retina,26.2
IGSF9,skin 1,22.1
ABCB1,adrenal gland,96.1
ABCB1,intestine,66.6
AKR1B1,adrenal gland,3016.7
WNT11,adipose tissue,35.7
TTC39A,testis,52.8
ORC1,bone marrow,27.4
ORC1,lymphoid tissue,10.8
MGST2,liver,366.8
RAD54L,bone marrow,8.2
RAD54L,lymphoid tissue,14.3
RAD54L,testis,11.8
MAST2,skeletal muscle,161.4
AQP6,kidney,47.5
FOLH1,intestine,250.9
FOLH1,prostate,71.4
NME8,bone marrow,11.6
NME8,testis,9.7
EPDR1,skeletal muscle,113.9
SNX10,brain,43.2
SNX10,liver,41.1
HBQ1,bone marrow,24.1
HBQ1,brain,13.5
ITPKC,esophagus,94.0
CEACAM6,bone marrow,171.4
CEACAM6,esophagus,194.9
CEACAM6,intestine,206.9
CEACAM6,lung,270.1
CEACAM6,salivary gland,177.8
FAT2,brain,223.1
ERO1B,pancreas,172.5
HSD17B2,intestine,403.6
HSD17B2,liver,203.6
HSD17B2,placenta,358.5
PPEF1,brain,8.9
PPEF1,breast,3.9
PPEF1,testis,13.1
LAT2,bone marrow,57.8
LAT2,lymphoid tissue,53.0
MYBPC2,skeletal muscle,4065.8
MYBPC2,tongue,1120.1
NOX4,blood vessel,35.3
NOX4,kidney,128.9
PPP1R15A,bone marrow,529.2
HSD17B14,choroid plexus,138.6
ACHE,brain,103.9
ACHE,skeletal muscle,152.9
ACHE,tongue,44.9
FTL,liver,14257.7
NLK,retina,72.8
TMPRSS11E,cervix,115.7
TMPRSS11E,esophagus,210.0
TMPRSS11E,vagina,156.3
CETP,adipose tissue,31.4
CETP,liver,40.2
CETP,lymphoid tissue,56.2
CETP,placenta,34.0
MMP2,gallbladder,994.4
MT3,brain,7006.0
LPCAT2,bone marrow,83.4
LPCAT2,thyroid gland,80.8
GNAO1,brain,133.2
GNAO1,retina,48.0
L2HGDH,kidney,18.3
NID2,ovary,57.9
NID2,placenta,57.1
PTHLH,parathyroid gland,21.4
PHACTR3,brain,94.1
PHACTR3,pituitary gland,26.0
TFAP2C,esophagus,27.5
TFAP2C,skin 1,50.3
AURKA,lymphoid tissue,20.6
AURKA,testis,28.8
CASS4,lung,11.1
CASS4,lymphoid tissue,9.1
AAMDC,skeletal muscle,621.6
RFX2,testis,55.3
SULT2B1,cervix,105.9
SULT2B1,esophagus,305.3
SULT2B1,skin 1,195.8
SULT2B1,vagina,152.9
GP6,brain,2.3
GP6,testis,2.5
DNMT3B,pancreas,5.8
DNMT3B,testis,5.7
REM1,cervix,22.6
TPX2,bone marrow,45.3
TPX2,lymphoid tissue,65.5
TPX2,testis,28.7
SLC15A1,intestine,191.1
DOCK3,brain,18.5
DOCK3,retina,9.3
C3orf18,brain,54.9
COQ9,skeletal muscle,239.3
COQ9,tongue,225.2
TMEM40,cervix,55.3
TMEM40,esophagus,213.6
TMEM40,skin 1,61.8
TMEM40,vagina,77.3
KIF9,choroid plexus,107.2
KIF9,testis,60.4
ARHGAP28,placenta,24.3
ARHGAP28,testis,72.3
CRLS1,liver,158.4
DEFB127,epididymis,1016.3
SMOX,brain,62.6
SLC4A11,esophagus,19.3
SLC4A11,kidney,75.8
SLC4A11,salivary gland,68.1
SLC4A11,thyroid gland,74.6
CPXM1,ovary,107.0
LZTS3,brain,175.2
F11,liver,227.2
TESC,salivary gland,310.5
SIRPG,lymphoid tissue,36.4
P2RX7,brain,16.8
SLC23A2,adrenal gland,96.5
SLC23A2,retina,99.4
SLC8B1,adrenal gland,70.6
CFAP61,fallopian tube,11.4
CFAP61,heart muscle,11.6
CFAP61,skeletal muscle,26.0
CFAP61,testis,14.5
LHX5,brain,3.3
LHX5,stomach 1,1.3
TASP1,blood vessel,27.3
OAS1,salivary gland,85.6
OAS1,urinary bladder,103.7
RPH3A,brain,115.4
CHGB,adrenal gland,3273.4
CHGB,brain,663.8
CHGB,pituitary gland,1393.2
PEBP1,adrenal gland,2060.5
PEBP1,liver,1946.9
TBX5,heart muscle,73.6
TBX5,lung,17.2
TBX5,placenta,27.0
BRAP,testis,63.5
NOS1,skeletal muscle,34.5
NOS1,tongue,53.5
FXYD3,intestine,1697.0
HEPH,intestine,55.1
HEPH,smooth muscle,51.4
CDIP1,brain,159.5
CMTM1,testis,29.2
KCNH4,brain,6.9
GMIP,bone marrow,48.1
GMIP,lymphoid tissue,52.0
BIRC5,bone marrow,35.8
BIRC5,lymphoid tissue,38.1
BIRC5,testis,18.8
LAG3,choroid plexus,12.9
LAG3,lymphoid tissue,22.2
LAG3,ovary,18.0
OTUB2,esophagus,3.7
OTUB2,skin 1,7.2
OTUB2,testis,13.2
NECAP1,brain,64.7
ARHGAP4,bone marrow,106.5
ARHGAP4,lymphoid tissue,114.4
ANKRD24,brain,32.9
ANKRD24,testis,13.7
LTBP4,blood vessel,548.8
BLVRB,bone marrow,588.8
SLC9A1,salivary gland,72.1
SLC9A1,stomach 1,62.3
CCNK,bone marrow,96.4
PCBP4,brain,257.0
PCBP4,retina,363.6
RGS1,brain,415.3
ICAM1,lung,233.5
ICAM1,urinary bladder,200.0
IRAK3,bone marrow,73.8
LYZ,bone marrow,9984.7
LYZ,salivary gland,21193.7
LYZ,stomach 1,8449.1
SI,intestine,513.4
FETUB,liver,219.3
THPO,liver,33.7
CHRD,brain,71.0
CHRD,liver,124.3
RAB11FIP3,kidney,151.2
PABPC4,pancreas,338.9
PABPC4,skeletal muscle,448.1
CD209,adipose tissue,32.0
CD209,placenta,21.4
KIF4A,bone marrow,10.6
KIF4A,lymphoid tissue,11.7
DLL3,brain,27.1
NAT14,brain,66.2
PITPNM2,lymphoid tissue,79.3
DTX2,esophagus,51.1
NLRC4,bone marrow,8.5
NLRC4,lymphoid tissue,11.3
LAMB4,skin 1,36.7
NRCAM,adrenal gland,35.1
NRCAM,brain,101.7
NRCAM,retina,34.8
LAMB1,placenta,145.0
SLC26A4,thyroid gland,247.4
SLC26A3,intestine,1050.9
DLD,skeletal muscle,215.8
DLD,tongue,228.7
IL5RA,choroid plexus,5.9
IL5RA,fallopian tube,10.1
ABCC6,kidney,21.7
ABCC6,liver,82.0
RAPGEF4,brain,272.2
MAP3K20,skeletal muscle,245.3
MAP3K20,tongue,261.1
SMPX,heart muscle,709.4
SMPX,skeletal muscle,1108.9
SMPX,tongue,1025.1
FH,liver,252.7
SEL1L3,lymphoid tissue,120.2
TF,liver,7020.0
TF,retina,2256.7
MYO15A,pituitary gland,40.5
ALKBH5,skeletal muscle,221.6
APOH,liver,16781.5
PITPNM3,brain,37.5
PITPNM3,lymphoid tissue,57.5
SPAG7,skeletal muscle,286.1
ORC6,bone marrow,9.7
ORC6,lymphoid tissue,6.9
ORC6,testis,9.3
SLC17A6,brain,15.6
SLC17A6,pituitary gland,3.5
SLC17A6,retina,7.3
CPA1,pancreas,223994.4
ESR1,cervix,80.7
ESR1,endometrium 1,103.7
ESR1,fallopian tube,61.1
RGS17,brain,4.0
CD200,brain,63.9
CMA1,breast,17.3
JPH4,brain,136.2
JPH4,pituitary gland,54.0
MYH7,heart muscle,7145.3
MYH7,skeletal muscle,13633.1
MYH7,tongue,5024.6
CEBPE,bone marrow,43.6
SLC7A8,parathyroid gland,310.6
SLC22A17,brain,276.8
SLC22A17,choroid plexus,234.8
SLC22A17,pituitary gland,178.3
G2E3,testis,39.5
RPGRIP1,retina,171.2
RPGRIP1,testis,55.4
TGM1,esophagus,697.8
TINF2,parathyroid gland,219.4
DAZL,testis,74.5
TBL1Y,prostate,2.7
TBL1Y,thyroid gland,1.8
SEMA6A,adrenal gland,60.3
SEMA6A,brain,54.1
TRPM7,parathyroid gland,102.5
TYRO3,brain,37.9
TYRO3,ovary,44.4
WDR76,bone marrow,18.0
WDR76,lymphoid tissue,20.0
CAPN3,brain,318.3
CAPN3,skeletal muscle,848.7
CAPN3,tongue,352.2
TBX15,liver,43.7
TBX15,skeletal muscle,124.6
TBX15,tongue,107.3
COL9A3,brain,70.9
TEKT2,choroid plexus,27.0
TEKT2,fallopian tube,59.0
TEKT2,testis,68.7
CLSPN,bone marrow,10.6
CLSPN,lymphoid tissue,7.3
CLSPN,retina,6.3
CLSPN,testis,5.4
UNC13D,bone marrow,66.9
UNC13D,lymphoid tissue,65.9
DPYSL2,brain,231.1
CDC45,bone marrow,24.0
CDC45,lymphoid tissue,19.0
CDC45,testis,26.6
ADA2,lymphoid tissue,106.4
XYLB,liver,31.2
GABRP,breast,142.2
GABRP,esophagus,161.4
KRT31,skin 1,257.3
CDC6,bone marrow,25.7
CDC6,lymphoid tissue,16.0
CBX5,choroid plexus,112.0
FMO2,adipose tissue,65.4
FMO2,blood vessel,93.7
FMO2,lung,74.8
SUCO,bone marrow,78.7
NXPE1,intestine,70.3
EPB41L4B,liver,83.1
EPB41L4B,pancreas,140.8
TMEM38B,skeletal muscle,70.8
TMEM38B,tongue,58.0
PTGS1,intestine,102.0
PTGS1,skin 1,144.0
PTGS1,urinary bladder,227.5
CRAT,skeletal muscle,206.8
CRAT,tongue,188.1
WHRN,adrenal gland,121.0
PDE6C,retina,21.4
SEMA4G,intestine,26.1
BLNK,lymphoid tissue,52.9
TLL2,brain,1.5
TLL2,heart muscle,3.7
TLL2,tongue,1.8
CYP26A1,liver,16.8
TDRD1,testis,14.7
SORBS1,blood vessel,482.7
CRTAC1,blood vessel,61.8
CRTAC1,lung,47.1
CRTAC1,urinary bladder,50.4
IL11,brain,7.1
MYO3A,retina,14.3
MYO3A,testis,5.2
CREM,testis,194.3
TPSD1,stomach 1,20.0
SMIM24,epididymis,1491.1
SMIM24,intestine,708.4
SMIM24,kidney,785.7
TREM2,brain,58.6
TREM2,choroid plexus,55.1
KCNK16,pancreas,22.4
KCNK16,stomach 1,9.8
CRISP3,fallopian tube,1133.0
CRISP3,salivary gland,2263.8
FKBP5,skeletal muscle,833.2
FKBP5,tongue,864.2
PGC,stomach 1,57583.8
EFHC1,fallopian tube,32.5
MLN,intestine,239.2
DSP,esophagus,437.5
DSP,skin 1,807.7
IL12RB1,lymphoid tissue,22.7
ACOT7,brain,140.7
CDC7,testis,15.8
SYDE2,retina,7.1
PCSK5,intestine,24.4
SCD,adipose tissue,1158.4
SCD,brain,979.4
SCD,liver,546.1
ERMP1,parathyroid gland,20.9
PALMD,adipose tissue,122.7
TSPAN15,brain,98.0
MAST3,brain,44.9
OCEL1,liver,75.7
MYO9B,lymphoid tissue,145.0
CATSPERG,testis,30.6
PSMD8,skeletal muscle,667.0
STX1B,brain,141.4
HSD3B7,liver,131.6
MAGEB2,testis,27.2
EFNA2,gallbladder,3.3
EFNA2,intestine,11.6
EFNA2,liver,12.6
ATP5F1D,skeletal muscle,784.2
CBARP,brain,16.7
CBARP,pituitary gland,19.8
PCDH11Y,brain,2.4
IGFALS,liver,112.7
MISP,intestine,185.2
HCN2,brain,95.1
CDHR5,intestine,296.9
CDHR5,liver,129.1
IZUMO4,testis,430.4
RASSF7,kidney,121.5
PALM,brain,292.8
MADCAM1,intestine,11.7
MADCAM1,lymphoid tissue,13.1
MKNK2,skeletal muscle,1308.2
ARVCF,brain,52.5
SERPIND1,liver,1171.6
MMP11,cervix,87.0
MMP11,endometrium 1,134.2
MMP11,placenta,37.2
CECR2,brain,11.1
CECR2,retina,11.8
CECR2,skeletal muscle,18.3
P2RX6,skeletal muscle,31.7
P2RX6,tongue,11.1
DERL3,lymphoid tissue,41.2
DERL3,pancreas,41.6
DERL3,salivary gland,34.3
SLC7A4,choroid plexus,13.2
SLC7A4,testis,14.6
DDTL,liver,57.8
DDT,liver,1021.2
GSTT2,skin 1,3.3
OSM,bone marrow,111.7
SUSD2,blood vessel,59.3
SUSD2,lung,94.2
SEC14L2,epididymis,81.2
SEC14L2,liver,227.8
SEC14L3,bone marrow,3.6
SEC14L3,liver,2.7
SEC14L3,retina,8.4
UPB1,liver,152.4
YPEL1,testis,149.8
GGT1,kidney,149.7
GGT1,liver,103.5
PRODH,brain,59.8
PRODH,choroid plexus,63.6
PRODH,skeletal muscle,46.7
SLC35E4,testis,21.6
CYTH4,bone marrow,55.0
CYTH4,lymphoid tissue,63.5
ESS2,brain,4.7
MFNG,lymphoid tissue,64.6
CARD10,intestine,33.8
SLC25A1,liver,206.9
GRK3,adipose tissue,19.8
PLA2G3,cervix,5.0
PLA2G3,esophagus,14.0
PLA2G3,skin 1,15.1
PLA2G3,vagina,7.2
LGALS2,gallbladder,315.1
LGALS2,intestine,186.3
LGALS2,kidney,142.2
LGALS2,pancreas,199.3
GGA1,testis,176.9
SH3BP1,esophagus,38.9
SEZ6L,brain,46.3
GCAT,pancreas,132.2
GGTLC2,testis,35.1
CRYBB1,epididymis,9.1
SOX10,brain,151.8
SOX10,salivary gland,105.2
SLC16A8,brain,2.4
CENPM,bone marrow,27.4
CENPM,lymphoid tissue,23.4
SEPTIN3,brain,253.5
SLC5A1,intestine,497.5
SLC5A4,intestine,18.6
CYP2D6,liver,386.2
DMC1,testis,11.0
RSPH14,fallopian tube,11.6
RSPH14,testis,24.9
XBP1,pancreas,1102.3
XBP1,salivary gland,792.7
FBXO7,bone marrow,263.7
GTPBP1,bone marrow,100.4
RAB36,fallopian tube,25.7
C22orf31,brain,2.6
C22orf31,parathyroid gland,2.9
C22orf31,testis,8.4
MIOX,kidney,653.9
LMF2,pancreas,170.5
RASL10A,brain,38.7
TOM1,skeletal muscle,212.6
NEFH,brain,83.8
NEFH,prostate,230.9
BIK,salivary gland,16.9
HMOX1,lymphoid tissue,740.2
MCM5,bone marrow,130.7
TSPO,esophagus,704.4
RASD2,brain,184.3
TTLL12,esophagus,98.6
ACR,testis,80.9
CABP7,brain,52.8
SYNGR1,brain,224.7
MTMR3,bone marrow,77.1
PNPLA5,brain,2.6
PNPLA5,epididymis,1.6
PNPLA5,skin 1,2.9
APOL1,liver,168.3
PNPLA3,liver,29.0
MYH9,blood vessel,530.2
CACNA1I,brain,9.7
CACNA1I,thyroid gland,5.1
SAMM50,skeletal muscle,225.2
GRAP2,lymphoid tissue,171.9
PVALB,brain,639.2
PVALB,parathyroid gland,1992.9
PVALB,retina,346.2
KIAA0930,brain,183.3
NCF4,bone marrow,170.3
NCF4,lymphoid tissue,156.4
CSF2RB,bone marrow,51.4
CSF2RB,lymphoid tissue,61.8
UPK3A,prostate,20.9
UPK3A,skeletal muscle,32.8
UPK3A,urinary bladder,39.1
KCTD17,brain,147.4
IL2RB,bone marrow,32.9
IL2RB,lymphoid tissue,46.4
CHADL,brain,109.8
RANGAP1,testis,156.9
ACO2,heart muscle,463.1
ACO2,skeletal muscle,618.6
ACO2,tongue,650.0
MLC1,brain,231.9
KCNK10,brain,3.8
KCNK10,intestine,4.8
KCNK10,kidney,2.2
KCNK10,stomach 1,2.5
FKBP3,skeletal muscle,397.6
FKBP3,tongue,347.3
CTSG,bone marrow,5049.0
GZMH,bone marrow,31.9
GZMH,lymphoid tissue,23.6
GZMB,bone marrow,62.9
GZMB,lung,15.7
GZMB,lymphoid tissue,33.8
GZMB,urinary bladder,17.2
COCH,pancreas,473.2
POLE2,bone marrow,17.3
NIN,bone marrow,38.9
PYGL,liver,136.2
TRIM9,brain,46.3
TRIM9,retina,21.5
GNPNAT1,liver,72.1
DDHD1,testis,28.8
CDKN3,testis,192.4
CCDC198,fallopian tube,25.8
CCDC198,kidney,86.0
CCDC198,liver,35.6
CCDC198,pancreas,31.9
PLEK2,adrenal gland,48.7
LRRC74A,testis,6.2
GSTZ1,liver,245.7
SAMD15,retina,13.8
SAMD15,testis,15.0
ISM2,placenta,200.6
RIN3,bone marrow,43.7
CHGA,parathyroid gland,6179.1
ITPK1,brain,190.5
DHRS7,skeletal muscle,634.3
PPM1A,bone marrow,134.9
SIX4,parathyroid gland,14.2
SIX4,salivary gland,6.5
SIX4,skeletal muscle,13.1
SIX4,tongue,14.6
GALNT16,brain,32.4
GALNT16,heart muscle,46.5
ASB2,skeletal muscle,494.8
ASB2,tongue,147.3
CEP128,lymphoid tissue,23.1
HIF1A,bone marrow,423.5
SLC10A1,liver,399.1
SERPINA4,liver,514.2
SLC8A3,brain,8.6
SLC8A3,retina,9.4
