gene_symbol,total_submissions,total_alleles,pathogenic_likely_pathogenic_alleles,uncertain_alleles,conflict_alleles,yield_bin
LOC130068077,88,84,,3.0,0.0,none
LOC130068078,89,85,,4.0,0.0,none
LOC130068079,88,84,,4.0,0.0,none
LOC130068080,88,84,,4.0,0.0,none
LOC130068081,89,85,,4.0,0.0,none
LOC130068082,89,85,,4.0,0.0,none
LOC130068083,90,86,,3.0,0.0,none
LOC130068084,94,90,,5.0,0.0,none
LOC130068085,94,90,,5.0,0.0,none
LOC130068086,96,92,,6.0,0.0,none
LOC130068087,96,92,,6.0,0.0,none
LOC130068088,96,92,,6.0,0.0,none
LOC130068089,96,92,,6.0,0.0,none
LOC130068090,84,80,,3.0,0.0,none
LOC130068091,84,80,,4.0,0.0,none
LOC130068092,84,80,,4.0,0.0,none
LOC130068093,116,107,7.0,9.0,0.0,6-20
LOC130068094,84,80,,4.0,0.0,none
LOC130068095,84,80,,4.0,0.0,none
LOC130068096,80,76,,2.0,0.0,none
LOC130068097,80,76,,2.0,0.0,none
LOC130068098,111,92,7.0,3.0,0.0,6-20
LOC130068099,93,89,,9.0,0.0,none
LOC130068100,77,73,,,,none
LOC130068101,77,73,,,,none
LOC130068102,77,73,,,,none
LOC130068103,78,74,,,,none
LOC130068104,78,74,,,,none
LOC130068105,78,74,,,,none
LOC130068106,78,74,,,,none
LOC130068107,78,74,,1.0,0.0,none
LOC130068108,79,75,,2.0,0.0,none
LOC130068109,79,75,,2.0,0.0,none
LOC130068110,79,75,,2.0,0.0,none
LOC130068111,79,75,,2.0,0.0,none
LOC130068112,79,75,,2.0,0.0,none
LOC130068113,80,76,,2.0,0.0,none
LOC130068114,80,76,,3.0,0.0,none
LOC130068115,80,76,,3.0,0.0,none
LOC130068116,80,76,,3.0,0.0,none
LOC130068117,80,76,,3.0,0.0,none
LOC130068118,80,76,,3.0,0.0,none
LOC130068119,80,76,,3.0,0.0,none
LOC130068120,80,76,,3.0,0.0,none
LOC130068121,80,76,,3.0,0.0,none
LOC130068122,80,76,,3.0,0.0,none
LOC130068123,80,76,,3.0,0.0,none
LOC130068124,80,76,,3.0,0.0,none
LOC130068125,80,76,,3.0,0.0,none
LOC130068126,80,76,,3.0,0.0,none
LOC130068127,80,76,,3.0,0.0,none
LOC130068128,80,76,,3.0,0.0,none
LOC130068129,79,75,,2.0,0.0,none
LOC130068130,79,75,,2.0,0.0,none
LOC130068131,79,75,,2.0,0.0,none
LOC130068132,80,76,,2.0,0.0,none
LOC130068133,80,76,,2.0,0.0,none
LOC130068134,80,76,,2.0,0.0,none
LOC130068135,80,76,,2.0,0.0,none
LOC130068136,80,76,,2.0,0.0,none
LOC130068137,80,76,,2.0,0.0,none
LOC130068138,80,76,,2.0,0.0,none
LOC130068139,79,75,,1.0,0.0,none
LOC130068140,79,75,,1.0,0.0,none
LOC130068141,79,75,,1.0,0.0,none
LOC130068142,80,76,,2.0,0.0,none
LOC130068143,80,76,,2.0,0.0,none
LOC130068144,80,76,,2.0,0.0,none
LOC130068145,80,76,,2.0,0.0,none
LOC130068146,80,76,,2.0,0.0,none
LOC130068147,80,76,,2.0,0.0,none
LOC130068148,85,79,,2.0,0.0,none
LOC130068149,95,89,,7.0,0.0,none
LOC130068150,80,76,,2.0,0.0,none
LOC130068151,80,76,,2.0,0.0,none
LOC130068152,81,77,,2.0,0.0,none
LOC130068153,79,75,,2.0,0.0,none
LOC130068154,80,76,,3.0,0.0,none
LOC130068155,80,76,,3.0,0.0,none
LOC130068156,79,75,,2.0,0.0,none
LOC130068157,80,76,,2.0,0.0,none
LOC130068158,80,76,,2.0,0.0,none
LOC130068159,80,76,,2.0,0.0,none
LOC130068160,80,76,1.0,1.0,0.0,1-5
LOC130068161,82,78,,1.0,0.0,none
LOC130068162,80,76,,1.0,0.0,none
LOC130068163,80,76,,1.0,0.0,none
LOC130068164,80,76,,1.0,0.0,none
LOC130068165,80,76,,1.0,0.0,none
LOC130068166,80,76,,1.0,0.0,none
LOC130068167,80,76,,1.0,0.0,none
LOC130068168,80,76,,1.0,0.0,none
LOC130068169,82,78,,2.0,0.0,none
LOC130068170,82,78,,2.0,0.0,none
LOC130068171,82,78,,,,none
LOC130068172,83,79,,1.0,0.0,none
LOC130068173,83,79,1.0,1.0,0.0,1-5
LOC130068174,80,76,,,,none
LOC130068175,80,76,,,,none
LOC130068176,81,77,,1.0,0.0,none
LOC130068177,81,77,,1.0,0.0,none
LOC130068178,85,81,,6.0,0.0,none
LOC130068179,81,77,,2.0,0.0,none
LOC130068180,81,77,,2.0,0.0,none
LOC130068181,83,79,,2.0,0.0,none
LOC130068182,84,80,,2.0,0.0,none
LOC130068183,128,112,1.0,13.0,0.0,1-5
LOC130068184,89,85,,2.0,0.0,none
LOC130068185,83,79,,2.0,0.0,none
LOC130068186,84,80,,3.0,0.0,none
LOC130068187,85,81,,3.0,0.0,none
LOC130068188,82,78,,1.0,0.0,none
LOC130068189,81,77,,1.0,0.0,none
LOC130068190,88,84,,8.0,0.0,none
LOC130068191,88,84,,8.0,0.0,none
LOC130068192,89,85,,9.0,0.0,none
LOC130068193,82,78,,3.0,0.0,none
LOC130068194,82,78,,3.0,0.0,none
LOC130068195,82,78,,3.0,0.0,none
LOC130068196,82,78,,3.0,0.0,none
LOC130068197,108,101,,19.0,0.0,none
LOC130068198,82,78,,3.0,0.0,none
LOC130068199,82,78,,3.0,0.0,none
LOC130068200,82,78,,3.0,0.0,none
LOC130068201,82,78,,3.0,0.0,none
LOC130068202,170,132,21.0,21.0,0.0,21-100
LOC130068203,81,77,,3.0,0.0,none
LOC130068204,81,77,,3.0,0.0,none
LOC130068205,81,77,,3.0,0.0,none
LOC130068206,81,77,,2.0,0.0,none
LOC130068207,81,77,,2.0,0.0,none
LOC130068208,88,79,,2.0,0.0,none
LOC130068209,81,77,,2.0,0.0,none
LOC130068210,82,78,,3.0,0.0,none
LOC130068211,81,77,,2.0,0.0,none
LOC130068212,81,77,,2.0,0.0,none
LOC130068213,81,77,,2.0,0.0,none
LOC130068214,81,77,,2.0,0.0,none
LOC130068215,81,77,,2.0,0.0,none
LOC130068216,81,77,,2.0,0.0,none
LOC130068217,81,77,,2.0,0.0,none
LOC130068218,81,77,,2.0,0.0,none
LOC130068219,82,78,,3.0,0.0,none
LOC130068220,82,78,,3.0,0.0,none
LOC130068221,82,78,,3.0,0.0,none
LOC130068222,82,78,,3.0,0.0,none
LOC130068223,82,78,,3.0,0.0,none
LOC130068224,82,78,,3.0,0.0,none
LOC130068225,82,78,,3.0,0.0,none
LOC130068226,79,75,,1.0,0.0,none
LOC130068227,79,75,,1.0,0.0,none
LOC130068228,79,75,,1.0,0.0,none
LOC130068229,82,78,,4.0,0.0,none
LOC130068230,82,78,,4.0,0.0,none
LOC130068231,83,79,,5.0,0.0,none
LOC130068232,83,79,,5.0,0.0,none
LOC130068233,86,82,,1.0,0.0,none
LOC130068234,84,80,,,,none
LOC130068235,84,80,,,,none
LOC130068236,84,80,,,,none
LOC130068237,84,80,,,,none
LOC130068238,97,84,,,,none
LOC130068239,84,80,,,,none
LOC130068240,84,80,,,,none
LOC130068241,85,81,,1.0,0.0,none
LOC130068242,85,81,,1.0,0.0,none
LOC130068243,85,81,,1.0,0.0,none
LOC130068244,85,81,,1.0,0.0,none
LOC130068245,85,81,,1.0,0.0,none
LOC130068246,85,81,,1.0,0.0,none
LOC130068247,85,81,,1.0,0.0,none
LOC130068248,85,81,,1.0,0.0,none
LOC130068249,85,81,,1.0,0.0,none
LOC130068250,86,82,,2.0,0.0,none
LOC130068251,85,81,,1.0,0.0,none
LOC130068252,85,81,,1.0,0.0,none
LOC130068253,85,81,,1.0,0.0,none
LOC130068254,85,81,,1.0,0.0,none
LOC130068255,123,88,,2.0,0.0,none
LOC130068256,109,102,2.0,8.0,0.0,1-5
LOC130068257,86,82,,1.0,0.0,none
LOC130068258,86,82,,1.0,0.0,none
LOC130068259,85,81,,1.0,0.0,none
LOC130068260,87,83,,2.0,0.0,none
LOC130068261,86,82,,2.0,0.0,none
LOC130068262,85,81,,1.0,0.0,none
LOC130068263,85,81,,1.0,0.0,none
LOC130068264,85,81,,1.0,0.0,none
LOC130068265,85,81,,1.0,0.0,none
LOC130068266,93,88,,4.0,0.0,none
LOC130068267,86,82,,1.0,0.0,none
LOC130068268,86,82,,1.0,0.0,none
LOC130068269,87,83,,1.0,0.0,none
LOC130068270,86,82,,1.0,0.0,none
LOC130068271,87,83,,1.0,0.0,none
LOC130068272,85,81,,1.0,0.0,none
LOC130068273,85,81,,1.0,0.0,none
LOC130068274,87,83,,1.0,0.0,none
LOC130068275,91,87,,6.0,0.0,none
LOC130068276,85,81,,1.0,0.0,none
LOC130068277,85,81,,1.0,0.0,none
LOC130068278,85,81,,1.0,0.0,none
LOC130068279,85,81,,1.0,0.0,none
LOC130068280,85,81,,1.0,0.0,none
LOC130068281,96,89,1.0,7.0,0.0,1-5
LOC130068282,101,96,1.0,10.0,0.0,1-5
LOC130068283,85,81,,1.0,0.0,none
LOC130068284,84,80,,1.0,0.0,none
LOC130068285,84,80,,1.0,0.0,none
LOC130068286,84,80,,1.0,0.0,none
LOC130068287,87,83,,1.0,0.0,none
LOC130068288,85,81,,,,none
LOC130068289,84,80,,,,none
LOC130068290,88,84,,2.0,0.0,none
LOC130068291,88,84,,2.0,0.0,none
LOC130068292,88,84,,2.0,0.0,none
LOC130068293,88,84,,2.0,0.0,none
LOC130068294,79,75,,1.0,0.0,none
LOC130068295,76,72,,1.0,0.0,none
LOC130068296,76,72,,1.0,0.0,none
LOC130068297,76,72,,1.0,0.0,none
LOC130068298,76,72,,1.0,0.0,none
LOC130068299,79,74,,2.0,0.0,none
LOC130068300,76,72,,1.0,0.0,none
LOC130068301,76,72,,1.0,0.0,none
LOC130068302,78,74,,2.0,0.0,none
LOC130068303,76,72,,1.0,0.0,none
LOC130068304,76,72,,1.0,0.0,none
LOC130068305,76,72,,1.0,0.0,none
LOC130068306,76,72,,1.0,0.0,none
LOC130068307,76,72,,1.0,0.0,none
LOC130068308,105,92,4.0,10.0,0.0,1-5
LOC130068309,74,70,,1.0,0.0,none
LOC130068310,74,70,,1.0,0.0,none
LOC130068311,79,75,,3.0,0.0,none
LOC130068312,79,75,,3.0,0.0,none
LOC130068313,79,75,,3.0,0.0,none
LOC130068314,79,75,,3.0,0.0,none
LOC130068315,79,75,,3.0,0.0,none
LOC130068316,79,75,,3.0,0.0,none
LOC130068317,73,69,,,,none
LOC130068318,73,69,,,,none
LOC130068319,77,73,,1.0,0.0,none
LOC130068320,76,69,,,,none
LOC130068321,79,75,,7.0,0.0,none
LOC130068322,71,67,,,,none
LOC130068323,70,66,,,,none
LOC130068324,70,66,,,,none
LOC130068325,70,66,,,,none
LOC130068326,70,66,,,,none
LOC130068327,70,66,,,,none
LOC130068328,70,66,,,,none
LOC130068329,70,66,,,,none
LOC130068330,72,68,,1.0,0.0,none
LOC130068331,70,66,,,,none
LOC130068332,70,66,,,,none
LOC130068333,70,66,,,,none
LOC130068334,72,68,,2.0,0.0,none
LOC130068335,70,66,,,,none
LOC130068336,71,67,,,,none
LOC130068337,71,67,,,,none
LOC130068338,72,68,,1.0,0.0,none
LOC130068339,88,80,,10.0,0.0,none
LOC130068340,78,73,,3.0,0.0,none
LOC130068341,73,69,,1.0,0.0,none
LOC130068342,73,69,,1.0,0.0,none
LOC130068343,73,69,,1.0,0.0,none
LOC130068344,73,69,,1.0,0.0,none
LOC130068345,73,69,,1.0,0.0,none
LOC130068346,73,69,,1.0,0.0,none
LOC130068347,73,69,,1.0,0.0,none
LOC130068348,73,69,,1.0,0.0,none
LOC130068349,73,69,,1.0,0.0,none
LOC130068350,73,69,,1.0,0.0,none
LOC130068351,73,69,,1.0,0.0,none
LOC130068352,73,69,,1.0,0.0,none
LOC130068353,74,70,,2.0,0.0,none
LOC130068354,74,70,,2.0,0.0,none
LOC130068355,74,70,,2.0,0.0,none
LOC130068356,107,103,,31.0,0.0,none
LOC130068357,94,90,,18.0,0.0,none
LOC130068358,92,88,,15.0,0.0,none
LOC130068359,69,65,,1.0,0.0,none
LOC130068360,67,63,,1.0,0.0,none
LOC130068361,71,67,,4.0,0.0,none
LOC130068362,69,65,,2.0,0.0,none
LOC130068363,69,65,,2.0,0.0,none
LOC130068364,69,65,,2.0,0.0,none
LOC130068365,71,67,,4.0,0.0,none
LOC130068366,71,67,,4.0,0.0,none
LOC130068367,72,68,1.0,4.0,0.0,1-5
LOC130068368,71,67,,4.0,0.0,none
LOC130068369,70,66,,3.0,0.0,none
LOC130068370,78,71,,4.0,0.0,none
LOC130068371,69,65,,3.0,0.0,none
LOC130068372,69,65,,,,none
LOC130068373,69,65,,,,none
LOC130068374,69,65,,,,none
LOC130068375,64,60,,1.0,0.0,none
LOC130068376,63,59,,,,none
LOC130068377,63,59,,,,none
LOC130068378,63,59,,,,none
LOC130068379,63,59,,,,none
LOC130068380,63,59,,,,none
LOC130068381,63,59,,,,none
LOC130068382,63,59,,,,none
LOC130068383,64,60,,1.0,0.0,none
LOC130068384,64,60,,1.0,0.0,none
LOC130068385,64,60,,1.0,0.0,none
LOC130068386,64,60,,1.0,0.0,none
LOC130068387,76,72,,9.0,0.0,none
LOC130068388,76,72,,9.0,0.0,none
LOC130068389,76,72,,9.0,0.0,none
LOC130068390,77,73,,9.0,0.0,none
LOC130068391,67,63,,2.0,0.0,none
LOC130068392,68,64,,1.0,0.0,none
LOC130068393,67,63,,1.0,0.0,none
LOC130068394,66,62,,,,none
LOC130068395,67,63,,,,none
LOC130068396,90,80,1.0,7.0,0.0,1-5
LOC130068397,70,66,,2.0,0.0,none
LOC130068398,70,66,,2.0,0.0,none
LOC130068399,70,66,,2.0,0.0,none
LOC130068400,68,64,,1.0,0.0,none
LOC130068401,68,64,,1.0,0.0,none
LOC130068402,68,64,,1.0,0.0,none
LOC130068403,68,64,,1.0,0.0,none
LOC130068404,68,64,,1.0,0.0,none
LOC130068405,69,65,,2.0,0.0,none
LOC130068406,69,65,,2.0,0.0,none
LOC130068407,69,65,,2.0,0.0,none
LOC130068408,73,69,,6.0,0.0,none
LOC130068409,70,66,,4.0,0.0,none
LOC130068410,70,66,,4.0,0.0,none
LOC130068411,70,66,,4.0,0.0,none
LOC130068412,70,66,,4.0,0.0,none
LOC130068413,69,65,,3.0,0.0,none
LOC130068414,69,65,,3.0,0.0,none
LOC130068415,70,66,,3.0,0.0,none
LOC130068416,72,67,,3.0,0.0,none
LOC130068417,78,72,,8.0,0.0,none
LOC130068418,69,65,,3.0,0.0,none
LOC130068419,69,65,,3.0,0.0,none
LOC130068420,73,68,,5.0,0.0,none
LOC130068421,69,65,,3.0,0.0,none
LOC130068422,69,65,,3.0,0.0,none
LOC130068423,69,65,,3.0,0.0,none
LOC130068424,68,64,,2.0,0.0,none
LOC130068425,68,64,,2.0,0.0,none
LOC130068426,68,64,,2.0,0.0,none
LOC130068427,68,64,,2.0,0.0,none
LOC130068428,68,64,,1.0,0.0,none
LOC130068429,68,64,,1.0,0.0,none
LOC130068430,68,64,,1.0,0.0,none
LOC130068431,68,64,,1.0,0.0,none
LOC130068432,68,64,,1.0,0.0,none
LOC130068433,68,64,,1.0,0.0,none
LOC130068434,72,68,,4.0,0.0,none
LOC130068435,70,66,,3.0,0.0,none
LOC130068436,67,63,,,,none
LOC130068437,67,63,,,,none
LOC130068438,67,63,,,,none
LOC130068439,68,64,,1.0,0.0,none
LOC130068440,66,62,,,,none
LOC130068441,67,63,,1.0,0.0,none
LOC130068442,67,63,,1.0,0.0,none
LOC130068443,71,67,,3.0,0.0,none
LOC130068444,69,65,,2.0,0.0,none
LOC130068445,71,67,,2.0,0.0,none
LOC130068446,70,66,,1.0,0.0,none
LOC130068447,70,66,,1.0,0.0,none
LOC130068448,70,66,,1.0,0.0,none
LOC130068449,129,111,,15.0,0.0,none
LOC130068450,74,70,,2.0,0.0,none
LOC130068451,74,70,,2.0,0.0,none
LOC130068452,82,78,,7.0,0.0,none
LOC130068453,69,65,,1.0,0.0,none
LOC130068454,69,65,,1.0,0.0,none
LOC130068455,71,67,,3.0,0.0,none
LOC130068456,68,64,,,,none
LOC130068457,72,68,,3.0,0.0,none
LOC130068458,97,82,1.0,9.0,0.0,1-5
LOC130068459,72,68,,3.0,0.0,none
LOC130068460,143,117,2.0,25.0,0.0,1-5
LOC130068461,87,80,1.0,5.0,0.0,1-5
LOC130068462,72,68,,3.0,0.0,none
LOC130068463,72,68,,3.0,0.0,none
LOC130068464,72,68,,3.0,0.0,none
LOC130068465,79,75,,9.0,0.0,none
LOC130068466,72,68,,3.0,0.0,none
LOC130068467,72,68,,3.0,0.0,none
LOC130068468,69,65,,1.0,0.0,none
LOC130068469,69,65,,1.0,0.0,none
LOC130068470,69,65,,1.0,0.0,none
LOC130068471,75,71,,3.0,0.0,none
LOC130068472,76,72,,2.0,0.0,none
LOC130068473,76,72,,2.0,0.0,none
LOC130068474,76,72,,2.0,0.0,none
LOC130068475,82,78,,1.0,0.0,none
LOC130068476,80,76,,,,none
LOC130068477,83,79,,2.0,0.0,none
LOC130068478,86,82,,1.0,0.0,none
LOC130068479,86,82,,1.0,0.0,none
LOC130068480,86,82,,1.0,0.0,none
LOC130068481,86,82,,1.0,0.0,none
LOC130068482,86,82,,2.0,0.0,none
LOC130068483,89,85,,2.0,0.0,none
LOC130068484,84,80,,1.0,0.0,none
LOC130068485,85,81,,2.0,0.0,none
LOC130068486,85,81,,2.0,0.0,none
LOC130068487,85,81,,2.0,0.0,none
LOC130068488,85,81,,2.0,0.0,none
LOC130068489,85,81,,2.0,0.0,none
LOC130068490,85,81,,2.0,0.0,none
LOC130068491,85,81,,2.0,0.0,none
LOC130068492,85,81,,2.0,0.0,none
LOC130068493,83,79,,1.0,0.0,none
LOC130068494,95,85,,2.0,0.0,none
LOC130068495,85,81,,2.0,0.0,none
LOC130068496,92,84,,2.0,0.0,none
LOC130068497,85,81,,2.0,0.0,none
LOC130068498,85,81,,1.0,0.0,none
LOC130068499,84,80,,,,none
LOC130068500,85,81,,,,none
LOC130068501,84,80,,,,none
LOC130068502,84,80,,,,none
LOC130068503,84,80,,,,none
LOC130068504,84,80,,,,none
LOC130068505,84,80,,,,none
LOC130068506,86,82,,,,none
LOC130068507,86,82,,,,none
LOC130068508,86,82,,,,none
LOC130068509,87,83,,,,none
LOC130068510,89,85,,,,none
LOC130068511,89,85,,,,none
LOC130068512,89,85,,,,none
LOC130068513,91,87,,1.0,0.0,none
LOC130068514,90,86,,2.0,0.0,none
LOC130068515,86,82,,,,none
LOC130068516,86,82,,,,none
LOC130068517,87,83,,1.0,0.0,none
LOC130068518,84,80,,1.0,0.0,none
LOC130068519,86,82,,1.0,0.0,none
LOC130068520,92,87,,1.0,0.0,none
LOC130068521,84,80,,,,none
LOC130068522,85,81,,1.0,0.0,none
LOC130068523,85,81,,1.0,0.0,none
LOC130068524,85,81,,1.0,0.0,none
LOC130068525,89,84,,1.0,0.0,none
LOC130068526,84,80,,,,none
LOC130068527,85,81,,,,none
LOC130068528,84,80,,,,none
LOC130068529,84,80,,,,none
LOC130068530,84,80,,,,none
LOC130068531,84,80,,,,none
LOC130068532,85,81,,,,none
LOC130068533,84,80,,,,none
LOC130068534,84,80,,,,none
LOC130068535,84,80,,,,none
LOC130068536,84,80,,,,none
LOC130068537,94,88,,2.0,0.0,none
LOC130068538,86,82,,,,none
LOC130068539,83,79,,,,none
LOC130068540,83,79,,,,none
LOC130068541,83,79,,,,none
LOC130068542,90,86,,4.0,0.0,none
LOC130068543,83,79,,1.0,0.0,none
LOC130068544,83,79,,1.0,0.0,none
LOC130068545,83,79,,1.0,0.0,none
LOC130068546,83,79,,1.0,0.0,none
LOC130068547,84,80,,1.0,0.0,none
LOC130068548,84,80,,1.0,0.0,none
LOC130068549,85,81,,1.0,0.0,none
LOC130068550,84,80,,1.0,0.0,none
LOC130068551,87,82,,1.0,0.0,none
LOC130068552,86,82,,2.0,0.0,none
LOC130068553,86,82,,2.0,0.0,none
LOC130068554,86,82,,2.0,0.0,none
LOC130068555,100,92,1.0,8.0,0.0,1-5
LOC130068556,86,82,,2.0,0.0,none
LOC130068557,86,82,,2.0,0.0,none
LOC130068558,87,83,,3.0,0.0,none
LOC130068559,86,82,,3.0,0.0,none
LOC130068560,86,82,,3.0,0.0,none
LOC130068561,91,86,,4.0,0.0,none
LOC130068562,97,91,,7.0,0.0,none
LOC130068563,83,79,,,,none
LOC130068564,85,81,,1.0,0.0,none
LOC130068565,85,81,,1.0,0.0,none
LOC130068566,85,81,,1.0,0.0,none
LOC130068567,85,81,,1.0,0.0,none
LOC130068568,85,81,,2.0,0.0,none
LOC130068569,85,81,,,,none
LOC130068570,85,81,,,,none
LOC130068571,85,81,,,,none
LOC130068572,86,82,,1.0,0.0,none
LOC130068573,87,83,,1.0,0.0,none
LOC130068574,87,83,,1.0,0.0,none
LOC130068575,86,82,,1.0,0.0,none
LOC130068576,86,82,,1.0,0.0,none
LOC130068577,86,82,,1.0,0.0,none
LOC130068578,86,82,,1.0,0.0,none
LOC130068579,86,82,,1.0,0.0,none
LOC130068580,86,82,,1.0,0.0,none
LOC130068581,86,82,,1.0,0.0,none
LOC130068582,87,83,,1.0,0.0,none
LOC130068583,87,83,,1.0,0.0,none
LOC130068584,87,83,,1.0,0.0,none
LOC130068585,86,82,,1.0,0.0,none
LOC130068586,87,83,,1.0,0.0,none
LOC130068587,87,83,,1.0,0.0,none
LOC130068588,87,83,,1.0,0.0,none
LOC130068589,88,84,,2.0,0.0,none
LOC130068590,100,96,,13.0,0.0,none
LOC130068591,88,84,,2.0,0.0,none
LOC130068592,88,84,,2.0,0.0,none
LOC130068593,88,84,,2.0,0.0,none
LOC130068594,88,84,,2.0,0.0,none
LOC130068595,87,83,,1.0,0.0,none
LOC130068596,88,84,,1.0,0.0,none
LOC130068597,88,84,,1.0,0.0,none
LOC130068598,88,84,,1.0,0.0,none
LOC130068599,88,84,,1.0,0.0,none
LOC130068600,88,84,,1.0,0.0,none
LOC130068601,88,84,,1.0,0.0,none
LOC130068602,88,84,,1.0,0.0,none
LOC130068603,88,84,,1.0,0.0,none
LOC130068604,88,84,,1.0,0.0,none
LOC130068605,88,84,,1.0,0.0,none
LOC130068606,88,84,,1.0,0.0,none
LOC130068607,88,84,,1.0,0.0,none
LOC130068608,88,84,,1.0,0.0,none
LOC130068609,88,84,,1.0,0.0,none
LOC130068610,88,84,,1.0,0.0,none
LOC130068611,86,82,,,,none
LOC130068612,86,82,,,,none
LOC130068613,86,82,,,,none
LOC130068614,97,93,,10.0,0.0,none
LOC130068615,86,82,,,,none
LOC130068616,86,82,,,,none
LOC130068617,86,82,,,,none
LOC130068618,87,83,,,,none
LOC130068619,87,83,,1.0,0.0,none
LOC130068620,88,83,,,,none
LOC130068621,178,135,1.0,31.0,0.0,1-5
LOC130068622,88,84,,2.0,0.0,none
LOC130068623,88,84,,1.0,0.0,none
LOC130068624,88,84,,1.0,0.0,none
LOC130068625,88,84,,1.0,0.0,none
LOC130068626,88,84,,1.0,0.0,none
LOC130068627,89,85,,1.0,0.0,none
LOC130068628,104,99,1.0,7.0,0.0,1-5
LOC130068629,89,85,,1.0,0.0,none
LOC130068630,90,86,,1.0,0.0,none
LOC130068631,90,86,,1.0,0.0,none
LOC130068632,90,86,,1.0,0.0,none
LOC130068633,90,86,,1.0,0.0,none
LOC130068634,90,86,,2.0,0.0,none
LOC130068635,90,86,,2.0,0.0,none
LOC130068636,91,87,,3.0,0.0,none
LOC130068637,92,87,,2.0,0.0,none
LOC130068638,90,86,,2.0,0.0,none
LOC130068639,90,86,,2.0,0.0,none
LOC130068640,90,86,,2.0,0.0,none
LOC130068641,90,86,,2.0,0.0,none
LOC130068642,90,86,,2.0,0.0,none
LOC130068643,90,86,,2.0,0.0,none
LOC130068644,90,86,,2.0,0.0,none
LOC130068645,90,86,,2.0,0.0,none
LOC130068646,90,86,,2.0,0.0,none
LOC130068647,90,86,,2.0,0.0,none
LOC130068648,90,86,,2.0,0.0,none
LOC130068649,97,92,,3.0,0.0,none
LOC130068650,90,86,,2.0,0.0,none
LOC130068651,90,86,,2.0,0.0,none
LOC130068652,90,86,,2.0,0.0,none
LOC130068653,90,86,,2.0,0.0,none
LOC130068654,90,86,,2.0,0.0,none
LOC130068655,90,86,,2.0,0.0,none
LOC130068656,90,86,,2.0,0.0,none
LOC130068657,90,86,,2.0,0.0,none
LOC130068658,90,86,,2.0,0.0,none
LOC130068659,90,86,,2.0,0.0,none
LOC130068660,90,86,,2.0,0.0,none
LOC130068661,90,86,,2.0,0.0,none
LOC130068662,90,86,,2.0,0.0,none
LOC130068663,90,86,,2.0,0.0,none
LOC130068664,90,86,,2.0,0.0,none
LOC130068665,90,86,,2.0,0.0,none
LOC130068666,90,86,,2.0,0.0,none
LOC130068667,90,86,,2.0,0.0,none
LOC130068668,90,86,,2.0,0.0,none
LOC130068669,90,86,,2.0,0.0,none
LOC130068670,90,86,,2.0,0.0,none
LOC130068671,90,86,,2.0,0.0,none
LOC130068672,90,86,,2.0,0.0,none
LOC130068673,90,86,,2.0,0.0,none
LOC130068674,90,86,,2.0,0.0,none
LOC130068675,90,86,,2.0,0.0,none
LOC130068676,90,86,,2.0,0.0,none
LOC130068677,89,85,,1.0,0.0,none
LOC130068678,89,85,,1.0,0.0,none
LOC130068679,161,132,1.0,23.0,0.0,1-5
LOC130068680,89,85,,1.0,0.0,none
LOC130068681,89,85,,1.0,0.0,none
LOC130068682,89,85,,1.0,0.0,none
LOC130068683,89,85,,1.0,0.0,none
LOC130068684,89,85,,1.0,0.0,none
LOC130068685,88,84,,,,none
LOC130068686,88,84,,,,none
LOC130068687,90,86,,1.0,0.0,none
LOC130068688,90,86,,1.0,0.0,none
LOC130068689,90,86,,1.0,0.0,none
LOC130068690,96,92,,4.0,0.0,none
LOC130068691,96,92,,4.0,0.0,none
LOC130068692,96,92,,4.0,0.0,none
LOC130068693,96,92,,4.0,0.0,none
LOC130068694,96,92,,4.0,0.0,none
LOC130068695,96,92,,4.0,0.0,none
LOC130068696,96,92,,4.0,0.0,none
LOC130068697,96,92,,4.0,0.0,none
LOC130068698,96,92,,4.0,0.0,none
LOC130068699,96,92,,4.0,0.0,none
LOC130068700,96,92,,4.0,0.0,none
LOC130068701,96,92,,4.0,0.0,none
LOC130068702,96,92,,4.0,0.0,none
LOC130068703,96,92,,4.0,0.0,none
LOC130068704,96,92,,4.0,0.0,none
LOC130068705,96,92,,4.0,0.0,none
LOC130068706,97,93,,4.0,0.0,none
LOC130068707,97,93,,4.0,0.0,none
LOC130068708,97,93,,4.0,0.0,none
LOC130068709,97,93,,4.0,0.0,none
LOC130068710,97,93,,4.0,0.0,none
LOC130068711,89,85,,1.0,0.0,none
LOC130068712,89,85,,,,none
LOC130068713,88,84,,,,none
LOC130068714,88,84,,,,none
LOC130068715,88,84,,,,none
LOC130068716,88,84,,1.0,0.0,none
LOC130068717,92,88,,1.0,0.0,none
LOC130068718,92,88,,1.0,0.0,none
LOC130068719,90,86,,,,none
LOC130068720,90,86,,,,none
LOC130068721,91,87,,1.0,0.0,none
LOC130068722,91,87,,1.0,0.0,none
LOC130068723,91,87,,1.0,0.0,none
LOC130068724,91,87,,1.0,0.0,none
LOC130068725,91,87,,1.0,0.0,none
LOC130068726,107,97,,4.0,0.0,none
LOC130068727,90,86,,,,none
LOC130068728,89,85,,,,none
LOC130068729,90,86,,1.0,0.0,none
LOC130068730,89,85,,,,none
LOC130068731,90,86,,,,none
LOC130068732,92,88,,2.0,0.0,none
LOC130068733,92,88,,2.0,0.0,none
LOC130068734,92,88,,2.0,0.0,none
LOC130068735,92,88,,2.0,0.0,none
